Name,card_title,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Data_Model_mapping,has_github_repo,github_repo_link,org_name,repo_name,open_source_license
pincaster,Pincaster,Pincaster is an in-memory DBMS designed for geographic and document data.,Document / XML,HTTP / REST,,https://github.com/jedisct1/Pincaster,https://github.com/jedisct1/Pincaster,,Frank Denis,FR,2010,,Open Source,C,"JavaScript,PHP,Python,Ruby",,MIT,"BSD,Linux,OS X",Document,Y,jedisct1/Pincaster,jedisct1,Pincaster,Y
pinot,Pinot,"Pinot is an open-source distributed relational OLAP database management system written by LinkedIn. It is designed to support large-scale real-time analytics on various data sets. For use cases that are sensitive to data freshness, Pinot is able to directly ingest streaming data from Kafka. For applications that can tolerate a data time lag of few hours to a day, Pinot is able to load batch data from Hadoop / HDFS. It's also possible for Pinot to dynamically merge data streams that come from both offline and online. Pinot divides tables into segments, which are immutable sets of tuples. Tuples inside each segment are organized in columnar manner. Segments are basic units in Pinot. In server nodes, data from Kafka and Hadoop / HDFS are processed and cached as segments. They store metadata, indexes, and necessary zone maps for their tuples. Storage optimizations are applied inside each segment; Indexes are built for each segment. Query plans and optimizations are also generated and performed on a per-segment basis. An internal building block of Pinot is Apache Helix. It's used to manage the cluster such as replicas and redundant nodes. Pinot also relies on two external components, Zookeeper and object stores, to provide persistent storage for global metadata and database.",Relational,SQL,Shared-Nothing,https://pinot.apache.org/,https://github.com/apache/pinot,https://docs.pinot.apache.org/,LinkedIn,US,2014,,Open Source,Java,Java,,Apache v2,All OS with Java VM,Relational,Y,apache/pinot,apache,pinot,Y
pinusdb,PinusDB,"PinusDB (""Pinecone Database"") is a time-series DBMS designed for IoT data sets.",Relational,SQL,,http://www.pinusdb.cn/,https://github.com/pinusdb/pinusdb,http://www.pinusdb.cn/doc/,ChangSha JuSong Soft Inc.,CN,2019,,Open Source,C++,"C,C#,C++,Java",,GPL v3,"Linux,Windows",Relational,Y,pinusdb/pinusdb,pinusdb,pinusdb,Y
pipelinedb,PipelineDB,PipelineDB was a PostgreSQL extension that provide continuous query execution for time-series aggregation.,Object-Relational,SQL,,http://www.pipelinedb.com,https://github.com/pipelinedb/pipelinedb,,"PipelineDB, Inc.",US,2013,2019,"Commercial,Open Source",C,,,"BSD,GPL v3",,"Object oriented,Relational",Y,pipelinedb/pipelinedb,pipelinedb,pipelinedb,Y
pocketbase,PocketBase,PocketBase is a self-hosted real-time database service backed by SQLite.,Relational,Custom API,Shared-Everything,https://pocketbase.io/,https://github.com/pocketbase/pocketbase,https://pocketbase.io/docs,Gani Georgiev,BG,2022,,"Hobby,Open Source",Go,Go,SQLite,MIT,Linux,Relational,Y,pocketbase/pocketbase,pocketbase,pocketbase,Y
pocketsql,pocketSQL,,,,,http://www.sgpr.net/pocketsql/,,,Steve Grubb,US,2001,2002,Open Source,C,,,GPL v2,,,,,,,Y
pogreb,Pogreb,Pogreb is an embedded key-value store written in Go and designed for read-heavy workloads.,Key/Value,Custom API,Embedded,https://github.com/akrylysov/pogreb,https://github.com/akrylysov/pogreb,https://artem.krylysov.com/blog/2018/03/24/pogreb-key-value-store/,Artem Krylysov,US,2018,,Open Source,Go,Go,,Apache v2,,Key-value,Y,akrylysov/pogreb,akrylysov,pogreb,Y
polars,Polars,Polars is an embedded query engine library for processing DataFrames.,,Custom API,Embedded,https://pola.rs/,https://github.com/pola-rs/polars,https://docs.pola.rs/,Polars BV,NL,2020,,"Commercial,Open Source",Rust,"Python,Rust",,MIT,Linux,,Y,pola-rs/polars,pola-rs,polars,Y
polodb,PoloDB,PoloDB embedded document-oriented (JSON) DBMS written in Rust.,Document / XML,Custom API,Embedded,https://www.polodb.org/,https://github.com/PoloDB/PoloDB,https://www.polodb.org/docs,Vincent Chen,CN,2020,,"Hobby,Open Source",Rust,Rust,,Apache v2,"Linux,OS X,Windows",Document,Y,PoloDB/PoloDB,PoloDB,PoloDB,Y
polypheny,Polypheny,"Polypheny is a multi-model DBMS built on top of,HSQLDB,. The DBMS supports the relational, document and Labeled-Property Graph data models. It also supports multiple query interfaces and languages, SQL and Cypher. The data maintained according to different data models can be combined (e.g., joined) within one query.","Relational,Document / XML,Graph","SQL,Cypher,HTTP / REST",Shared-Everything,https://polypheny.com/,https://github.com/polypheny/Polypheny-DB,https://docs.polypheny.com/,"Polypheny GmbH, University of Basel",CH,2017,,"Academic,Commercial,Open Source",Java,,HyperSQL,Apache v2,"Linux,OS X,Windows","Relational,Document,Graph",Y,polypheny/Polypheny-DB,polypheny,Polypheny-DB,Y
postgresql,PostgreSQL,"PostgreSQL is an object-relational database based on Postgres, developed from University of California at Berkeley. It is ACID-compilant and supports materialized view, stored functions, triggers, and foreign keys. PostgreSQL is a free and open-source software under the PostgreSQL License, still often referred to as Postgres by many people. Postgres has been continuously maintained since 1996 by the PostgreSQL Global Development Group, which consists of many companies as well as many individual contributors.",Object-Relational,PL/SQL,Shared-Everything,https://www.postgresql.org/,https://www.postgresql.org/ftp/source/,https://www.postgresql.org/docs/,University of California-Berkeley,US,1986,,"Academic,Open Source",C,,,PostgreSQL License,"AIX,HP-UX,Linux,OS X,Solaris,UnixWare,Windows","Object oriented,Relational",,,,,Y
pouchdb,PouchDB,"PouchDB is a free and open-source JavaScript DBMS inspired by Apache CouchDB (document-oriented NoSQL DBMS) that is designed to run inside a web browser. It was designed with the intention of serving web developers and to run smoothly within a browser. Applications utilize a system where, while offline, data is stored locally, then, when back online, the data is synchronized with Apache CouchDB and between clients. Thus, data is synchronized regardless of login context.",Document / XML,Custom API,Embedded,https://pouchdb.com/,https://github.com/pouchdb/pouchdb,https://pouchdb.com/guides/,,US,2010,,Open Source,JavaScript,,,Apache v2,,Document,Y,pouchdb/pouchdb,pouchdb,pouchdb,Y
pranadb,PranaDB,PranaDB is a distributed streaming DBMS that supports ingestion from Kafka topics.,Relational,SQL,,https://github.com/cashapp/pranadb,https://github.com/cashapp/pranadb,https://github.com/cashapp/pranadb/blob/main/docs/usermanual.md,Cash App,GB,2022,,Open Source,Go,,,,,Relational,Y,cashapp/pranadb,cashapp,pranadb,Y
predator,Predator,"Predactor was an academic object-relational DBMS developed at Cornell University during the 2000s. It used the,Shore,storage manger from the University of Wisconsin.",Object-Relational,,,http://www.cs.cornell.edu/info/projects/predator/predator.html,,http://www.cs.cornell.edu/info/projects/predator/designdoc.html,Cornell University,US,1996,2002,"Academic,Open Source",,,Shore,GPL v2,"Linux,Windows","Object oriented,Relational",,,,,Y
prestodb,PrestoDB,"PrestoDB is an open source distributed SQL query engine for running interactive analytic queries against heterogeneous data sources. It was open sourced by Facebook in 2013. It does not manage the storage of data. Instead, Presto is a query engine which allows querying data where it lives, including Hive, Cassandra, Kafka, and relational databases. A single PrestoDB query is able to combine data from multiple sources. Presto was designed, built and optimized for interactive queries. In comparison, both Presto and Hive support SQL queries against HDFS, while Presto is targeted at interactive queries and Hive is suitable for batch processing. Presto supports ANSI-compatible SQL statements.","Column Family / Wide-Column,Relational,Key/Value,Document / XML",SQL,Shared-Nothing,https://prestodb.io,https://github.com/prestodb/presto,https://prestodb.io/docs/current/,Facebook,US,2013,,Open Source,Java,SQL,,Apache v2,All OS with Java VM,"Wide column,Relational,Key-value,Document",Y,prestodb/presto,prestodb,presto,Y
profanedb,ProfaneDB,ProfaneDB is a object-oriented DBMS that natively stores Google Protocol Buffers data.,Object-Oriented,Custom API,Shared-Everything,https://profanedb.gitlab.io/,https://gitlab.com/ProfaneDB/ProfaneDB,https://profanedb.gitlab.io/docs/,,CH,2017,2021,"Hobby,Open Source",C++,,RocksDB,GPL v3,,Object oriented,,,,,Y
prometheus,Prometheus,"Prometheus is an open-source time series database developed by SoundCloud, and serves as the storage layer for the Prometheus monitoring system. Inspired by the Gorilla system at Facebook, Prometheus is specially designed for monitoring and metric collection. Prometheus contains a user-defined multi-dimensional data model and a query language on multi-dimensional data called PromQL. Apart from local disk storage, Prometheus also has remote storage integrations via Protocol Buffer. Prometheus is written in Go and supports Go/Java/Ruby/Python clients. Prometheus also has unofficial client bindings for other,programming languages,.",Key/Value,"HTTP / REST,PromQL",Shared-Disk,https://prometheus.io,https://github.com/prometheus/prometheus,https://prometheus.io/docs/,SoundCloud,DE,2012,,Open Source,Go,Go,,Apache v2,,Key-value,Y,prometheus/prometheus,prometheus,prometheus,Y
proton,Proton,Proton is a unified streaming and historical data processing engine built on ClickHouse.,Relational,SQL,,https://timeplus.com,https://github.com/timeplus-io/proton,https://docs.timeplus.com/proton,Timeplus Inc.,US,2021,,"Commercial,Open Source",C++,"Go,Java,JavaScript,Python",,Apache v2,"Hosted,Linux",Relational,Y,timeplus-io/proton,timeplus-io,proton,Y
puffindb,PuffinDB,PuffinDB is a hosted lakehouse query engine based on DuckDB,Relational,SQL,,http://puffindb.io/,https://github.com/sutoiku/puffin,,"Sutoiku, Inc.",HR,2023,2023,Open Source,,,,Proprietary,Hosted,Relational,Y,sutoiku/puffin,sutoiku,puffin,Y
pumpkindb,PumpkinDB,"PumpkinDB is a low-level event sourcing database engine that is ACID-compliant. It is a database engine that could be used to build different types of event sourcing systems such as embedded and client-server ones. PumpkinDB is designed to be immutable, the reason behind this is that overwriting data could be unsafe, valuable history of data will be erased. As the cost of storage dropping, a more effective way of managing data is to enforcing immutability of key's value. And writing to the database is close to functional, such that writing side doesn't have to wait for shared resources, the read side will figure out the correct result. In order to have control over querying costs, it provides an embedded executable imperative language, PumpkinScript, which is a low-level untyped language inspired by,MUMPS,. PumpkinDB does not have custom protocols for communication, instead, it has a pipeline to a script executor. When the applications need to communicate with PumpkinDB, small PumpkinScript programs are sent through a network interface in order to do that.",Key/Value,,,http://pumpkindb.org/,https://github.com/PumpkinDB/PumpkinDB,http://pumpkindb.org/doc/,Yurii Rashkovskii,CA,2017,,Open Source,Rust,,,Mozilla Public License,"Linux,Windows",Key-value,Y,PumpkinDB/PumpkinDB,PumpkinDB,PumpkinDB,Y
pupdb,PupDB,PupDB is a file-based key-value DBMS with a REST API written in Python.,Key/Value,HTTP / REST,Shared-Everything,https://github.com/tuxmonk/pupdb,https://github.com/tuxmonk/pupdb,,tuxmonk,IN,2019,,Open Source,Python,,,MIT,,Key-value,Y,tuxmonk/pupdb,tuxmonk,pupdb,Y
pysondb,PysonDB,PysonDB is an embedded document-oriented DBMS for Python applications.,Document / XML,Custom API,Embedded,https://pysondb.github.io/pysonDB/,https://github.com/pysonDB/pysonDB-v2,https://pypi.org/project/pysondb/,Fredy Somy,IN,2020,,"Hobby,Open Source",Python,Python,,MIT,Windows,Document,Y,pysonDB/pysonDB-v2,pysonDB,pysonDB-v2,Y
qikkdb,qikkDB,qikkDB is a GPU-accelerated columnar relational DBMS.,Relational,SQL,,https://qikk.ly/,https://github.com/qikkDB/qikkdb,https://docs.qikk.ly/,Instarea s.r.o.,SK,2019,2020,"Commercial,Open Source",C++,,,Apache v2,,Relational,Y,qikkDB/qikkdb,qikkDB,qikkdb,Y
ql,ql,ql is an embedded relational DBMS written in Go.,Relational,SQL,Embedded,https://gitlab.com/cznic/ql,https://gitlab.com/cznic/ql,https://pkg.go.dev/modernc.org/ql,Jan Mercl,PL,2013,,"Hobby,Open Source",Go,Go,,BSD,,Relational,,,,,Y
qserv,Qserv,"Qserv is distributed database service developed for the,Large Synoptic Survey Telescope,project.",Relational,,,https://dev.lsstcorp.org/trac/wiki/db/Qserv,https://github.com/lsst/qserv,http://www.slac.stanford.edu/exp/lsst/qserv/,SLAC National Accelerator Laboratory,US,2011,,"Academic,Open Source",C++,,,,,Relational,Y,lsst/qserv,lsst,qserv,Y
quadrable,Quadrable,Quadrable (quadb) is an embedded multi-versioned DBMS engine that uses Merkle trees.,Key/Value,"Custom API,Command-line / Shell",Embedded,https://github.com/hoytech/quadrable,https://github.com/hoytech/quadrable,,Doug Hoyte,CA,2020,,"Commercial,Open Source",C++,"C++,Solidity",LMDB,BSD,Linux,Key-value,Y,hoytech/quadrable,hoytech,quadrable,Y
questdb,QuestDB,"QuestDB is an open-source time-series relational database. It uses a column-oriented approach and supports heavy parallelized vectorized execution using SIMD instructions. QuestDB implements a SQL interface and augments it with extensions simplifying the semantics of time-series queries. It supports high-throughput, schema-agnostic ingestion using the Postgres wire protocol and the InfluxDB line protocol. QuestDB is written from scratch in Java and C++ with no external dependencies and zero garbage collection.",Relational,SQL,"Shared-Nothing,Embedded",https://www.questdb.io/,https://github.com/questdb/questdb,https://questdb.io/docs/introduction/,QuestDB,GB,2014,,"Commercial,Open Source","C++,Java","C,C++,Go,Java,JavaScript,Python,R,Rust,SQL",,Apache v2,"Android,Linux,OS X,Windows",Relational,Y,questdb/questdb,questdb,questdb,Y
quickstep,Quickstep,,Relational,,,https://quickstep.io,https://github.com/apache/incubator-retired-quickstep,,University of Wisconsin,US,2013,2018,"Academic,Open Source",,,,Apache v2,,Relational,Y,apache/incubator-retired-quickstep,apache,incubator-retired-quickstep,Y
quickwit,Quickwit,"Quickwit is a search engine for cloud-based object stores (e.g., Amazon S3). It uses Tantivy to construct indexes over data and execute queries.",Document / XML,Custom API,Shared-Disk,https://quickwit.io/,https://github.com/quickwit-oss/quickwit,https://quickwit.io/docs/,"Quickwit, Inc.",US,2021,,"Commercial,Open Source",Rust,,Tantivy,AGPL v3,"Linux,OS X",Document,Y,quickwit-oss/quickwit,quickwit-oss,quickwit,Y
quinedb,QuineDB,"QuineDB is a,quine,that is also a key/value store DBMS. When one executes the system, it prints out its own source code.",Key/Value,Command-line / Shell,,https://github.com/gfredericks/quinedb,,,Gary Fredericks,US,2016,,Open Source,Bash,,,Eclipse Public License,,Key-value,Y,gfredericks/quinedb,gfredericks,quinedb,Y
quokka,Quokka,Quokka is a distributed query execution engine written in Python.,Relational,SQL,Shared-Disk,https://marsupialtail.github.io/quokka/,https://github.com/marsupialtail/quokka,,Ziheng Wang,US,2021,,"Hobby,Open Source",Python,,Redis,Apache v2,,Relational,Y,marsupialtail/quokka,marsupialtail,quokka,Y
radondb,RadonDB,RadonDB is an open-source distribution layer for hosting MySQL in a cloud environment.,Relational,SQL,Shared-Nothing,http://radondb.io/,https://github.com/radondb/radon,,Yunify Technologies Inc.,CN,2018,,"Commercial,Open Source",Go,,,GPL v3,Hosted,Relational,Y,radondb/radon,radondb,radon,Y
ragedb,RageDB,"RageDB is an in-memory, distributed graph DBMS.",Graph,HTTP / REST,Shared-Nothing,https://ragedb.com/,https://github.com/ragedb/ragedb,https://ragedb.com/documentation/lua/all.html,Max De Marzi,US,2021,,"Hobby,Open Source",C++,Lua,,Apache v2,,Graph,Y,ragedb/ragedb,ragedb,ragedb,Y
